id,amenities,description
13188046,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Laptop Friendly Workspace""}","Enjoy over 1000 sqft to yourself in this private modern top floor condo. Free off street parking, private roof deck, open layout, big kitchen, with laundry. 2 blocks from the beach, minutes to Seaport and downtown Boston. Quiet and safe neighborhood. My place is good for couples, business travelers, and families (with kids)."
12033661,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","A nicely appointed room on the 2nd floor of a traditional 3-decker. Across from the bathroom. 2 friendly cats. Breakfast changes everyday and is included. Livingroom can be used and arrangements for cooking made. The room is sunny. The bed can be made into 2 singles with a futon. Guests can use the kitchen, the living room and the office if it's available. The host is available for questions about the area and a map will be supplied. French and English are spoken as well as some Spanish. Jamaica Plain is a lively hip neighborhood with cafés, restaurants, great bakeries and the best ice cream parlor in Boston. There is a parking spot that could be made available. The metro (T) is about 5 minutes and a nice walk in the South Corridor Park. The 39 bus that goes to the center (Copley Square) is at the end of the street (1 minute). Breakfast is included with a different menu each day. Guest with allergies should mention them."
11494020,"{TV,Internet,""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Shampoo,Hangers,""Hair Dryer"",Iron}","beautiful private modern studio . kitchen, full bath ,smat tv   Internet Apt is   minutes walk to subway B line and bus.  Whole food store ,bank, convenient store  are 5 m.walking distance Night life bars restaurants are in the area. 2 m to the hearth Boston very enchanting studio,everything you need in it,close to everything you need ,next to st. Elizabeth Hospital, laundry downstairs table with iron it is studio for a couple central  a/c and heat main entrance if you need any help just call ((PHONE NUMBER HIDDEN))  Clemente if not ((PHONE NUMBER HIDDEN))Hanna it is near everything you need And the bed is not big but fits a couple parking available on the street visitor parking on washington st  30' away ,there is one across the house,also"
1596470,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Gym,Breakfast,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","After moving two blocks from my last listing where I received glowing reviews, this new home is larger and more private.  Improvements occurring weekly! New photographs coming in September of spaces fully decorated. Just three blocks from Newbury Street and the Boston Garden, and a 5 minute walk to the Theater District and heart of the South End, this classic Boston brownstone built in 1890 has been entirely renovated. This 3-story home is in Boston's Bay Village, featuring an address of incomparable convenience. For easy travel to/from NYC on the Amtrak Acela, the Back Bay train station is only two blocks away! From dining in the South End to jogging along the Charles River, from shopping at the Prudential Center to strolling in the Public Garden, this unit is at the intersection of everything that makes Boston great. Property Includes: - Fully equipped kitchen w/ cereals, snacks, fruit, coffee, tea, etc.  - Bose SoundTouch Wireless System - Wireless High-Speed Internet  - Cable TV w/"
8417742,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","Completely renovated 2,500 sq ft home with 5 bedroom and 3 baths brand new to Airbnb!  Fantastic location, just 1.5 miles from Harvard Square with direct bus access just steps away.  This is the perfect home base for your exploration of Harvard! Large open floor plan connecting kitchen and living room for all to enjoy. Great outdoor spaces includes a front deck, back deck, and backyard that ensure you can always find a place to enjoy some privacy. Large windows brighten up the home to showcase the professional furnishings and decor. Hardwood floors throughout and meticulously cleaned, no expense has been spared in making this the perfect home away from home. Other highlights include free high-speed WIFI/Internet, a laundry room, central air conditioning, and cable TV! Guest have access to their private room as well as full access to a shared bathroom, living room, dining room, kitchen, laundry room, and outdoor space. Basically everything is at your disposal! Please note that there are"
5885130,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Shampoo}","Space, light, and comfort in Boston's trending South End. Professionally designed living room, bedroom, kitchen, and bathroom, leading to four-season solarium with view of public garden. LPL, 12-foot ceilings,  "
8133752,"{TV,""Wireless Internet"",""Smoking Allowed"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}","Spacious 1850 home with hardwood floors throughout. Lots of sun and a big yard w has gas grill for use of all who live here. 2 blocks from Metro Near nice parks and a paved bike path that will take you along the ocean all the way downtown. This 1850 Greek Revival  house has 2 bedrooms for rent on the 1st floor, at $75 per night for the full sized bed and $85per night for the queen sized bed and fireplace, occupancy in all 2 rooms is for 2 people. Guests can use our outside garden patio and porch.  Living room, and TV room are also available.  Wifi password will be provided. I am here to give any information to make your stay at the house pleasant and your visit to Boston fun! The neighborhood is near parks, beaches and bike paths. Restaurants are also within walking distance such as Steel and Rye, Tavalos and Ashmont Grill.  Public transportation is within walking distance. 2 blocks from buses and trains. Located near the old Baker Chocolate Factory you will find lots to do ! Shopping,"
13140867,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron}","Located on quiet Tileston Street in Boston's North End just off the hustle of Hanover Street, this well maintained one bedroom apartment features gleaming hardwood floors, new tile floor in the bathroom, sunny living room, and renovated kitchen. The apartment is close to TD Garden, Regina Pizzeria, North End, Bova's Bakery, and Giacomo's Restaurant. Location is in the center of Boston's historic North End.  Perfect for the traveler who wants to get an authentic North End feels in a comfortable home. The guests will have access to the 1st floor apartment which has its own patio area in a 3 unit brownstone. I am available for any questions or assistance needed during the stay. The North End is one of Boston’s most historic neighborhoods. Traditionally a first stop for immigrants arriving in Boston, the North End is most well known as an enclave of Italian immigrants. Today the North End is populated by a mixture of Italian Americans and young professionals who are attracted to the neighb"
583255,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}","A very spacious, 700 sq ft, one bedroom, loft-type apartment a block away from B line, 5 min walk to C line, 7 min to D line, between Cleveland Circle and Washington Square.  You are in the heart of Boston in 20 min. Great restaurants in the neighborhood. A full-size bed in the bedroom and a sleeper couch in living room.  Gleaming hardwood floors. Outdoor patio for a beautiful sunny breakfast in the summer."
8428052,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","Newly renovated 2 bedroom apartment in Beacon Hill. The location is within blocks of the Red Line, MGH, and the Capital. Amenities include: granite countertops, heated concrete floors, and WiFi. Housemates are awesome, clean, and respectful. Beacon Hill is a quaint and historic neighborhood. This is the ideal place to stay if you want to easily explore Boston and have access (within blocks) to the T (Red Line). The apartment is a newly renovated two bedroom. The bedrooms are separated by a bathroom and a hallway. -Private patio (with table and chairs) -Washer/dryer -Widely available through e-mail and text to help you with your stay in Boston/Cambridge Beacon Hill is a quaint and historic neighborhood. -Within blocks of the T (Red Line), MGH station -Easy walk to shops, bars, restaurants and downtown Boston -Bedroom #1 and #2 have queen-sized mattresses -Bedroom #1 has a medium mattress and Bedroom #2 has a soft mattress -The location is very quiet but note that the building is located"
14086516,"{""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",Hangers,Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","My place is close to public transport, the airport, parks, and the city center. My place is good for couples, solo adventurers, and business travelers."
8371115,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",Iron}","Our modern penthouse apartment, located on a gorgeous tree-lined street in the South End, is spacious, comfortable and relaxing, and affords a one-of-a-kind view of the Boston skyline from our private roof deck. Our sunny apartment features an open kitchen, modern appliances, skylights and a bay window, and a private roof deck. The master bedroom has a pillow-top queen-sized bed, and the bathroom has a full sized shower with sliding glass doors and a fantastic rain shower head. The apartment has a living/dining room with an open kitchen, a bathroom, a master bedroom, an office, and a private roof deck. We are available and quick to respond via text or email for any questions you might have about the apartment, neighborhood,  or things to do in Boston! The South End is, hands down, the best neighborhood in Boston. But we're biased - we've lived here for 7+ years. There are so many incredible restaurants and bars, the streets are beautiful with their Victorian row houses, parks, and tree"
3351728,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}","Facing the Public Garden in Boston's most elegant downtown neighborhood, our 3000 sq. ft. nine-room triplex home is at the center of everything Boston.  The best dining, shopping, sightseeing, the Charles River, Boston Common --  all just steps away! Enjoy Boston and live like a Bostonian in our exceptionally comfortable and relaxed triplex home. Located on Beacon Street in Beacon Hill opposite the Public Garden and Boston Common (the oldest city park in America), our home occupies the top three floors of a historic granite-faced 1828 Asher Benjamin townhouse.    The home receives gorgeous sunlight all day long and offers spectacular park and city views from all angles.  It is, of course, fully air-conditioned.   The main floor is set up open plan, with a gourmet kitchen, fireplace dining area and modern living space with a large screen Pioneer plasma TV.  Sound by Bang & Olufson.  Hardwood floors throughout.  Behind lies an additional comfortable living room with piano, comfortable so"
7634067,"{""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}","Our couch turns into a futon bed for you to sleep on for quick trips to the city! Less than $10 taxi to/from the airport or jump on the T that is just .2 miles away and take it 1 outbound stop to the airport or 1 inbound for access to the North End, NE Aquarium, Faneuil Hall, and the heart of the Freedom Trail in Boston! 1 shared bath. Due to our work schedules, we will only be able to accept 1 reservation per week and will decline all others without sending a message of explanation. 4 min walk to the Blue line T, easy access to Logan - 10 mins driving or on T"
12997334,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","A Fully furnished 1 BR apartment with a queen size bed in bedroom and a luxurious futon and a 60"" TV in the living room. A dining table for 4 is also available.Microwave, fridge, oven and all other essential items available in kitchen as well. A Fully furnished 1 BR apartment with a queen size bed in bedroom and a luxurious futon and a 60"" TV in the living room. A dining table for 4 is also available.Microwave, fridge, oven and all other essential items available in kitchen as well.  USP: 60inch TV with netflix  More information * Excellent location, 2 mins walk across the Charles river * 2 mins walk from nearest paid parking spot * 5 mins walk to zipcar location * 10 mins walk to Harvard Square * 10 mins walk to Harvard Sqaure Subway Station (Red Line T station) * 15 minute walk to Whole Foods / Trader Joes Entire apartment will be at your disposal, you will have access to laundry room as well. Always try to share the local knowledge with guests to ensure they make the maximum out of "
11470818,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",""Laptop Friendly Workspace""}","Funky modern furnishings w/a fresh vibe to a historical space. Tall ceilings, exposed brick, panoramic views of prudential center & Hancock Tower, marble fireplace, gas cooking, recessed lighting, laundry in unit. Neighbors are friendly and quiet."
13375092,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}","One bedroom of this spacious two bedroom apartment in Cleveland Circle is available for one to two people.  Easy access to three train lines (B, C, and D). My roommate and I share a huge two bedroom apartment in the beautiful neighborhood of Brighton.  You would stay in the master bedroom. You are welcome to enjoy the kitchen, living room, and our awesome patio!  The bathroom is shared with my roommate.  The washer/dryer are across the hall from our front door. A full load costs $3.75 and you'll need quarters. My roommate, Matt, lives in the second bedroom and would be your main point of contact. He is an easy going guy who will provide any help you may need and is always up for making new friends! You would coordinate the key pick up either of us. Cleveland Circle is a beautiful and safe neighborhood filled with young professionals. It boasts three train lines, the Reservoir-a great place for running, and numerous restaurants including my favorites Cityside and Eagle's Deli. The B, C,"
12069214,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","Wonderful view overlooking the Boston Common Public Park - just in front of Boylston Station - situated in the downtown Theatre District close to Chinatown & South Station - easy walk through the park to reach shopping and historical tourist spots Beautiful studio overlooking the Boston Common Park - located in the downtown district bordering the Theatre District with its amazing nightclubs, theatres, and other venues. Chinatown is behind the building if you fancy some authentic Chinese cuisine. The studio includes an entry way, bathroom, kitchen, and studio overlooking the Park - laundry is available down the hallway - you can purchase a card, add money, and do your laundry if necessary - utilities and wifi included - The location is perfect: just next to Boylston Station - there are countless cafes, bars, and restaurants in the neighborhood You'll have access to: -kitchen  -bathroom (shower, sink, toilet, fan, etc.) -laundry - down the hallway -internet (wifi) - closet space - fully "
13275334,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","This home is located 3 minutes walking distance to the 32 bus line, 10 minutes away from the Forest hills train stop with direct access to Downtown Boston. Perfect for couples, solo adventurers, and business travelers. Private master's bathroom with bathtub and walk-in closet.  Easy access to grocery stores and restaurants. Wifi available, Central A/C."
9425902,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,Hangers}","Beautiful and sunny 1 bedroom apartment in Boston's charming and historic North End neighborhood.  The apartment is the perfect launching point for a visit to Boston.  It's clean, comfortable and convenient to everything the city has to offer. I'm typically traveling when I rent out my apartment but my parents live very nearby if you need anything throughout your stay.  I'm happy to provide restaurant or activity recommendations before you arrive. The North End is Boston's historic Italian neighborhood.  There are tons of great restaurants, historic sites to visit and nooks to explore! You'll be close to the orange & green T lines at Haymarket and the commuter line at North Station.  The North End is very walkable or it's easy to grab a Lyft or Uber.  There are 2 parking lots within a block of my apartment if you drive."
5049582,"{""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","This room is quiet and cozy and located on the third floor of a large Victorian house in lively Jamaica Plain.  It is ideal for a couple or single traveler.  Perfect for a visiting scholar or researcher as it is close to hospitals and universities. Located in a beautiful and historic Victorian home in a great neighborhood.    This room is on the small side with sloped ceiling and a full-sized bed, so it is best for one person, or a couple.  The bathroom is shared and one floor down.  I have a roommate who lives on the second floor and shares your bathroom, but she are here only 2-3 nights per week, however, I do occasionally rent or use their room for visiting weekend guests.   I prefer to have a longer-termed guest in this space, and not rent it out to just weekend visitors. The kitchen is available for breakfast, light snacks and refreshments.  If you are staying longer, you may have access to the kitchen for other meals as well.   There is a living room with cable TV that you are we"
12647606,"{""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","Home of a Meditation Teacher and Firefighter! Antique victorian bed, writing desk, and reading chair. Shared clean bathroom, laundry available. Friendly Kitty, quiet household. 5min walk to T, cafes, shops. Backyard hammock. Bars/food around corner. Guest room includes towels, a sturdy bed with new futon mattress (I like firm, I hope you do too!) and sunny space to work during the day. Shared kitchen and living room. (No microwave in the kitchen, and hand-washing dishes is our jam). Feel free to use the kitchen to warm up food, etc. Just be sure to wash everything when you're done. Lovely backyard hammock. Good front-stoop-action in the warmer weather. I love hosting and I'm also quite hands off as well. If you need me, don't hesitate to ask! I like to give plenty of space as well as be available. Always happy to recommend food and bars and nice walks in the neighborhood, including secret spots. If you're staying in JP you probably know the drill: cafês, good food, easy public transit,"
6911945,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}","Ideal location in the hip South Boston neighborhood. Easily accessible by public transportation. Only 10 minute ride to/from Logan Airport or 10 minute walk from T. Five minute walk to Convention Center and short walk to Seaport District, restaurants and bars. The space accommodates two guests with a private bathroom on the first floor and bedroom with a queen bed on the second floor. There is a desk in the bedroom for travelers who need to catch up on e-mail, plan out tour details, or simply find local tips on great restaurants.  Unlike many other listings in the area, this is a bed that does not get slept in on a regular basis. The space is a guest bedroom that is used very sporadically. The entire space is accessible other than the master bedroom. A fully-updated, modern kitchen, washer/dryer, are all available to guests. Phone number and e-mail will be provided. We are always available for suggestions on restaurants, tourist areas, etc. Experience the unbiased opinions of two local"
629814,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","The space reflects my passion for antiques and architectural salvage, as well as my love of providing people with an extraordinary level of comfort and luxury. I go the extra mile to think of that special detail that makes my guests feel more at home. Enjoy the amenities of a luxury hotel with all the comforts of home. Hardwood floors, gourmet chef's kitchen, spa bath, gorgeous stained glass and architectural detailing. Fully furnished with comfort and aesthetics in mind. Prime location in the heart of the historic Brewery District. Steps to the T (Orange Line) and minutes from downtown Boston, the Longwood Medical Area, The Museum of Fine Arts, Northeastern University, Faneuil Hall, and, Fenway Park. Jamaica Plain is known for its concentration of greenspace. Rent a bike and explore the Southwest Corridor or take a ride to Jamaica Pond or the Arnold Arboretum. Runners, rollerbladers, cyclists, and walkers  will find miles of paved paths just outside the front door. Free on-street park"
12386020,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Hangers,Iron}","Super comfy bedroom plus your own bathroom in our big, sunny condo. Roslindale is an outer neighborhood of Boston. For guests interested in downtown Boston, we are a 45-minute ride via public transportation. We're also just steps from the Arnold Arboretum, nature's gift to Boston. Driveway parking is available. Our sunny condo is located on the second and third floors of a 2-family home. Our guest bedroom and private bath are on the first floor of our unit. In addition to the guest quarters, we have a large, airy living room that you're welcome to relax in, and a three-season porch off the back. I feel fortunate to have a home that's the best of both worlds: convenient to the city, but peaceful with conservation land behind us and the Arnold Arboretum just down the street.  In addition to our small family, we have two cats (one of whom guests will never see). Guests are welcome to share our living room and refrigerator space. We're busy but always happy to have guests in our home and t"
12797493,"{""Air Conditioning"",Essentials,Shampoo,Iron}",2 blocks from Newberry st. 3 Miles from Harvard. 2 Miles from MIT and Chinatown. 1 mile from Back Bay station. Walk everywhere. You will sleep in a full size bed next to my queen. One guest only. Prefer women.
8596320,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}","This cool and comfortable townhouse with exposed brick has a true city feeling! It comfortably fits 2. Located in the heart of South Boston on a quiet street 1 block from the bus and 15 min to the T. Very spacious apartment in a great neighborhood with a yard. The split level makes it ideal for renting a room in a shared house as you will completely have your own space.  Sound system built into the house for easy music listening. Grill on the deck with patio furniture. Guests will have access to first level and laundry area as needed. Kitchen and outdoor area are shared with myself; however, I travel a lot and work long hours. I travel a lot and work long hours so there will be little interaction. There is an English bulldog on the premise (she is incredibly sweet). When I am not traveling a dog walker comes daily to take her for a walk. An old Irish neighborhood that has now become the hip place to live for young adults and families. Great places to eat and easy walking distance to th"
8420956,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","Every now and then you need to pamper yourself. Stay with us on our yacht at the dock in the heart of Boston and enjoy the lifestyle that a yacht provides. The entire boat is yours except for the lowest level. We live aboard and are available 24hrs a day. This boat is a unique way to spend time in Boston. The yacht is 78ft of luxury and comes with a large living room with dining area and an aft deck with table and chairs for outside dining or relaxing. We also have a fully equipped kitchen, laundry facilities, private bathrooms, and sun pads to relax and soak up the sun. Upstairs we have an outdoor deck area with a dining table, seating and t.v. Your stateroom includes a queen size bed with two closets and a private full bathroom, next door is an office with a printer, scanner and copier. You will also have use of the private washer and dryer. The stateroom also is equipped with a flat screen tv with dvd and dvr. Please note that this space is not a standard hotel room size. It is howe"
3593290,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","Newly renovated open and airy single family home in the heart of one of Boston's grooviest neighborhoods!  Open floor plan home tucked back on a quiet street steps from Arnold Arboretum.  Three floors..top of the line appliance..large soaking tub. Open and airy recently renovated single family in the heart of hip Jamaica Plain.  Three floors of living include a bright open concept kitchen/dining/family room on first floor and a half bathroom.  On the second floor you will find a spacious master bedroom/bathroom and an additional bedroom with a single bed.  There is an also a full bathroom on the second floor.  The third floor has two more single bedrooms with a common room adjoining them.  There is a small half bath in one if the bedrooms on the third floor. full private house none The #39 bus stop is right at the end of our street and we are no more than a 10 min walk from the Green Street stop on the Orange Line with easy access (short 10-15 min ride) to downtown Boston. As this is o"
10379031,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","Gorgeous building on a gorgeous street. At 850 sqft, the unit is the largest 1 bed, 1 bath at this price. It is completely renovated. It has a new kitchen, marble countertops, marble bathroom with marble steam shower, dishwasher, washer/dryer in unit, new bed, two ornamental (non working) marble fireplaces, two chrystal chandeliers in each room, air conditioning in unit. 42 inch HDTV with Amazon Firestick hookup basic cable included, and a gorgeous, leather sectional, couch . Pros: Lovely, large 1 bed/1 bath, old Beacon Hill Building with gorgeous, exterior and grandiose, ceiling heights. It has a neighborhoody feel. The apartment is the biggest 1bed/1bath unit at this price point in this area of Boston and has been completely renovated and masterfully decorated with tasteful furnishings. Wireless is included. The unit has an HDTV with basic cable with an Amazon firestick for casting Netflix from your laptop. Watch TV from the sectional, leather, Windsor couch. Take satisfying rain sho"
2649521,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","A 1,900 sq ft two-level Boston condo that has it all.  Two bedrooms and two bathrooms upstairs with a finished downstairs that has another comfortable pullout foam full and another full bathroom.  Enjoy the gas fireplace, deck, parking space... Great location with lots of space.  Boston is a very walk-able city and our place serves as a great home base to all the fun things Boston offers.  This place is perfect for vacationing couples or families.  With two levels and 1,900 sq feet, plenty of room to make yourself at home in Boston.  Also, perfect for those attending conferences at the Boston Convention and Exhibition Center (BCEC), as the back entrance is less than a ten minute walk away!   Full use of the condo and surrounding amenities. Will primarily be renting out whole place. Located on the city side of Southie, within close proximity of all parts of the city, from Back Bay to the Seaport. The metro / subway is a five minute walk or a five / ten minute taxi to most parts of the c"
8371203,"{""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Gym,Heating,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}","Located in a quiet area ten minutes away from Historic Downtown Boston by train or bus. Private off street parking. Across the street from a church. Five minute walk to local recreation center with swimming pool. Situated on the third floor, room has a window in all four walls with gives a 360 degree view of the Boston skyline which is very spectacular at nights. Guess will have access to the dining room, living room and bathroom which would be shared with other guest. Host is always available Residential neighborhood with stores, recreational centers and public transportation within walking distance. Access to public transportation (buses and train ) is within walking distance."
