id,neighborhood,neighborhood_overview
9228519,Back Bay,"Live like a true Bostonian in this gorgeous Back Bay neighborhood with tree-lined streets, brick sidewalks, historic brownstones. Walk everywhere from this outstanding location, just blocks from Copley Square, Newbury Street, the T and the Esplanade."
13218392,Back Bay,
12998272,Back Bay,
1589392,Back Bay,
12020829,Back Bay,
6759004,Back Bay,"Located in Boston’s award winning Back Bay district. Just steps from public transportation and trendy restaurants, shops, hair salons, upscale retail shopping financial and entertainment amenities Boston has to offer."
14823724,Back Bay,
7474615,Back Bay,"Located in Boston’s award winning Back Bay district. Just steps from public transportation and trendy restaurants, shops, hair salons, upscale retail shopping financial and entertainment amenities Boston has to offer."
13015832,Back Bay,
1775935,Back Bay,
68902,Back Bay,
2247190,Back Bay,"This charming property is located at the crossroads of Boston’s historic Back Bay and South End neighborhoods and only  a short walk from Back Bay's fashionable shops and the South End's galleries, hip restaurants and bistros. Residents will appreciate the convenient access to great shopping, dining, and entertainment options."
9857,Back Bay,
7853079,Back Bay,"Marlborough Street is a quaint, tree-lined street in perhaps the most sought after neighborhood in all of Boston, the Back Bay."
2277821,Back Bay,"Centrally located in Boston's historic Back Bay on Gloucester Street between Newbury and Boylston St., our apartment sits steps away from the Hynes Convention Center, the Shops at the Prudential Center and Copley Place Mall, and the boutiques of Newbury and Boylston Street.  Our historic Back Bay brownstone is located only a few blocks from the serene Boston Commons and Public Gardens, the Charles River Esplanade, the Boston Public Library, historic Beacon Hill, and the Freedom Trail."
9231486,Back Bay,
10542140,Back Bay,"Back Bay is a historic neighborhood of Boston, filled with 19th-century brownstone rowhouses like this one. Newbury Street, Boston's high-end shopping street, is around the corner. Also around the corner is the Esplanade, a great space for running or sunning or taking in the sailboats on the Charles. You'll be within easy walking distance of museums, restaurants and historic churches."
6895050,Back Bay,"Blocks away from Fenway Park, the Esplanade and Charles River.  Walk, Run, Bike, Paddle Board, Kayak and sail on the Charles...  Nestled between Commonwealth Avenue and Newbury Streets...Commonwealth is beautiful with tree line streets,  and beautiful historic architecture for blocks to the Boston Common Parks...close to all major museums and tons of restaurants and great shopping along Newbury and Boyston Streets.  Blocks from Prudential and Copley Mall and Copley Square."
12092499,Back Bay,
7804358,Back Bay,"Look out your windows to life happening below you.  Located just one block from Copley Square, as well as walking distance to the esplanade, Fenway Park, the South End, Beacon Hill, The Theatre District and the Boston Gardens & Common.  You are living on the BEST street in Boston for shops, boutiques, salons, restaurants and bars."
56937,Back Bay,
11082235,Back Bay,"The apartment is located in a beautiful historic, yet hip brownstone.  It is in the heart of the Back Bay walking distance to the Boston Garden, Boston Common, near Copley Plaza, the Hynes convention center, Prudential, Hancock tower and beautiful walkways along the Charles River."
693353,Back Bay,
9725178,Back Bay,"Most expensive and best neighborhood in Boston.  Near high-end shopping - Chanel, Hermes, Ralph Lauren, Frette, Brooks Brothers on Newbury Street and the Prudential Center - Gucci, LuluLemon, Williams-Sonoma, the Apple Store  Running on the Charles River! Tons of dining nearby as well!"
12797493,Back Bay,
3985462,Back Bay,"Centrally located in Boston's historic Back Bay on Marlborough Street between Charlesgate East and Massachusetts Avenue (Mass Ave), our condo sits within a short five minute walk from the Hynes Convention Center, the Shops at the Prudential Center and Copley Place Mall, and the boutiques of Newbury and Boylston Street.  Our historic Back Bay brownstone is located only one and half blocks from the Charles River Esplanade, and several blocks to the serene Boston Commons and Public Gardens, Fenway Park, the Boston Public Library, historic Beacon Hill, and the Freedom Trail.  A corner grocery store is steps away from the building and ample amounts of restaurants and shopping are located around the corner. The Back Bay neighborhood sits on land reclaimed from water in the mid-nineteenth century.  Unlike many other Boston neighborhoods, the Back Bay was laid out in a grid pattern and was based on French urban planning with parks and wide boulevards. The major shopping streets are Newbury and"
3528826,Back Bay,"Our neighborhood is not ""close"" to the city.  It's in the HEART of it all.  Nearly everything is walkable, and if you're lazy, everything can be accessed via a very short MBTA ride away.  Copied from wikipedia:  ""Back Bay is an officially recognized neighborhood of Boston, Massachusetts famous for its rows of Victorian brownstone homes — considered one of the best-preserved examples of 19th-century urban design in the United States — as well as numerous architecturally significant individual buildings and important cultural institutions such as the Boston Public Library. It is also a fashionable shopping destination (especially Newbury and Boylston Streets, and the adjacent Prudential Center and Copley Place malls) and home to some of Boston's tallest office buildings, the Hynes Convention Center, and numerous major hotels. Prior to a colossal 19th-century filling project, what is now the Back Bay was a literal bay. Today, along with neighboring Beacon Hill, it is one of Boston's two m"
12304165,Back Bay,
4518710,Back Bay,- 1 block away from Loews Regency Hotel - 5 min walk to the Arlington Station - 5 min walk to Tufts Medical and Dental Center - Corner of Melrose and Arlington - Close to Theater District - Close to Quincy Market
1322461,Back Bay,"The Back Bay teems with life.  Outdoor cafes abound, fashionable stores dot Newbury Street, and most of the places worth visiting are a short walk away - The Public Garden, Charles River. If you want to attend a Red Sox game, it is about a mile down the road."
6075481,Back Bay,"The neighborhood is full of restaurants, shops and bars.  It is close to the Charles River and Boston Commons, perfectly located.   Comm ave has a bunch of trees and grass in the middle, basically acting as your front lawn for picnics.  Easy to walk along to river or the parks.   One block from grocery store, CVS, hardware store, liquor store, etc."
13589,Back Bay,
7840797,Back Bay,"In the heart of Boston's Downtown, Back Bay! Nearby Attractions:  •Prudential Center: 0.4 mile  •Boston Common: 0.9 mile  •Fenway Park, home of the Red Sox: 1 mile  •Faneuil Hall: 1.8 miles  •TD Garden, home of the Bruins and the Celtics: 2 miles  •The North End: 2 miles  •Christopher Columbus Waterfront Park: 2 miles"
11122394,Back Bay,"Located in the heart of the historic Back Bay, steps from the Boston Public Gardens, Newbury Street, and Beacon Hill. Enjoy lovely cafés, shopping, and restaurants, all within walking distance. Other highlights include convenient access to public transportation, Hynes convention center, Harvard/MIT academic centers, Fenway Park, Marathon Finish Line, and the riverside Esplanade."
5992501,Back Bay,"Back Bay is located in the heart of Boston with easy access to public transit.  The front entrance of the building faces Commonwealth Avenue, a tree-lined road that connects to the beautiful Public Garden.   The back entrance will lead to Newbury Street filled with restaurants, shops and bars.   Walk one block further to Boylston street and you will find Prudential Center, Copley Place and the Boston Public Library."
13433298,Back Bay,
5899031,Back Bay,"Upper Marlborough St is arguably the prettiest street in Boston.  Step out of your apartment and you are a block from the Boston Commons, two blocks from Newbury St and the hub of all boston -- great restaurants, great outdoor dining sport, amazing shopping.  "
7474855,Back Bay,"Located in Boston’s award winning Back Bay district. Just steps from public transportation and trendy restaurants, shops, hair salons, upscale retail shopping financial and entertainment amenities Boston has to offer."
5581575,Back Bay,"The Back Bay and the South End are the heart of Boston's shopping and dining experience - Innovative restaurants, lively nightlife, unique shops,  and high end retail, surrounded by rich history."
12489916,Back Bay,
4948724,Back Bay,
29155,Back Bay,
13015353,Back Bay,
1717816,Back Bay,
9918713,Back Bay,"This apartment is located at the crossroads of Boston’s historic Back Bay and South End neighborhoods and only a short walk away are Back Bay's fashionable shops and the South End's galleries and hip restaurants. See list below for array of attractions nearby: •Flemings Prime Steakhouse & Wine Bar (1.3 mi), Wally’s Café (.5 mi), Stephanie’s on Newbury (.4 mi) for dining •Trader Joes (.5 mi) & Star Market (.2 mi) for groceries  •The Shops at Prudential Center - .4 mi •House of Blues – 1 mi •Museum of Fine Arts – 1.1 mi •Prudential Skywalk – highest observation deck in New England (.4 mi) •Historical Freedom Trail walking tour – 1.8 mi •Faneuil Hall – 3 mi •Fenway Park – 1.1 mi •Boston University (1.9 mi),  Northeastern University (.7 mi), and Harvard (3.8 mi)- •Boston Children’s Hospital – 1.3 mi"
6552654,Back Bay,"This is an extraordinary location.  You are in a beautiful and quiet Victorian neighborhood, but you are also steps away from the action of the Back Bay, the restaurants of the South End, the Green Line (subway) at the Prudential Center, Copley Square, Symphony Hall, the Museum of Fine Arts, Fenway Park and so many other attractions. Walk into the South End and you will find a charming collection of rowhouses with small parks.  The architecture of the area may remind you of London, as the urban design was inspired by the residential districts developed in Mayfair and Notting Hill in the 1850s and 1860s.  There is an array of wonderful restaurants and bars in this area. The Back Bay and its Parisian architecture can be reached by walking north across Huntington Avenue and through the Prudential Center.  The Back Bay is of the most prestigious residential, retail, and office neighborhoods in the City, and offers myriad options for shopping, dining, and sightseeing."
3704801,Back Bay,
14085771,Back Bay,"Back Bay is at the very heart of Boston. The apartment is just on the corner to Newbury Street known for its restaurants, terraces and its shopping activity. You are just 2 minutes walk from the Prudential tower, 8 mn to the Boston esplanade, Copley Square and Trinity chuch. Within 15 minutes from Boston Common and Fenway Park."
6879036,Back Bay,"Located in Boston’s award winning Back Bay district. Just steps from public transportation and trendy restaurants, shops, hair salons, upscale retail shopping financial and entertainment amenities Boston has to offer."
9180947,Back Bay,"It's easy to understand why the Back Bay is one of America's most desirable neighborhoods. Newbury Street, Boylston Street and Commonwealth Avenue are lined with unique shops, trendy restaurants and vintage homes, making the Back Bay an extremely fashionable destination for Boston residents and visitors. In fact, it's not uncommon to spot celebrities strolling up and down these picturesque streets. This bustling neighborhood also houses the two tallest members of Boston's skyline, the Prudential Center and the John Hancock Tower, in addition to architectural treasures such as Trinity Church and the Boston Public Library. It is famous for its rows of Victorian brownstone homes — considered one of the best preserved examples of 19th-century urban design in the United States"
9144588,Back Bay,"Steps from the Arthur Fiedler footbridge to the Charles River (biking, running,sailing, crewing, concerts), Boston Public Garden, Beacon Hill, Newbury Street shops and restaurants, Copley Square and more"
1551205,Back Bay,
11980767,Back Bay,
3591388,Back Bay,"The apartment is located in in a Brownstone building in historic BackBay. 5 minutes walk to Newbury's shopping street, Charles River, Fenway Park, and everything BackBay has to offer. Walking distance to Hynse Convention Center and MIT across the bridge"
1868513,Back Bay,"This charming property is located at the crossroads of Boston’s historic Back Bay and South End neighborhoods and only  a short walk from Back Bay's fashionable shops and the South End's galleries, hip restaurants and bistros. Residents will appreciate the convenient access to great shopping, dining, and entertainment options."
13591607,Back Bay,"Tranquil, historical, convenient, beautiful."
11885148,Back Bay,
4870883,Back Bay,"The absolute gem is the neighborhood.  Hotels in the area are at minimum $400/night, so it is a steal!  Close to everything - shopping, bars, restaurants, bike/run paths, the Charles River for paddleboating and kayaking.  Train station is a 4 minute walk.  Marathon finish line is also a 4 min walk."
4777111,Back Bay,"A quiet neighborhood within the heart of a vibrant city. Full of New England charm, this location is built-up of classic brownstones, with tree-lined streets."
6268082,Back Bay,"Cute, quiet, quaint and incredibly convenient. A hidden gem and one of the most unique neighborhoods in town."
1264217,Back Bay,"Prudential Center and Copley Place = .2 mile, Symphony Hall = .2 mile, Hynes Convention Center = .5 miles, Fenway Park = 1 mile, Museum of Fine Arts = 1 mile, MIT = 1 mile,  Harvard = 3 miles The St. Botolph District was developed in the 1850's as a residential neighborhood and is a historical site protected by the St. Botolph Historic District Commission. It consists of 8 blocks east to west, and its boundaries are Huntington Avenue, Copley Place, the Southwest Corridor Park and Massachusetts Avenue. Because of its Back Bay/Prudential location closely bordering the South End (via the Southwest Corridor Park), its residents enjoy the benefits of easy access to many thriving commercial areas while enjoying the quiet ambiance of a comfortable residential neighborhood."
8737466,Back Bay,"Across the park, two minutes walk to downton Boston. Two block away from beautiful Newbury Street and across the Charles River. Walking distance from Arlington station to take you everywhere."
10569282,Back Bay,
2706986,Back Bay,Beautiful quiet neighborhood
789843,Back Bay,
48612,Back Bay,"Fenway Park, the Freedom trail, Duck boat tours, South End eateries, Boston Commons, Downtown Crossing, Charles River, Newbury St, and many other Boston attractions are a 10 minute ride on the T or 5-20 minute walk. Grocery stores, dry cleaning, shopping and many other attractions are just out your door!"
9346513,Back Bay,"Safe and well lit.  Walk to everything, coffee shops, lunch, sight seeing, Boston Common, Public Garden, Beacon Hill - Starbucks, coffee shops.  Cheers Restaurant 3 blocks away! Fenway Park - Red Sox, Faneuil Hall Marketplace, Hatch Shell Concerts on the Charles - chairs, cooler and blanket available for picnic, Shakespeare in Boston Common.  Perfect location for parents attending graduations"
6882615,Back Bay,"Located in Boston’s award winning Back Bay district. Just steps from public transportation and trendy restaurants, shops, hair salons, upscale retail shopping financial and entertainment amenities Boston has to offer."
1174776,Back Bay,"Back Bay is an officially recognized neighborhood of Boston, Massachusetts famous for its rows of Victorian brownstone homes — considered one of the best-preserved examples of 19th-century urban design in the United States — as well as numerous architecturally significant individual buildings and important cultural institutions such as the Boston Public Library. It is also a fashionable shopping destination (especially Newbury and Boylston Streets, and the adjacent Prudential Center and Copley Place malls) and home to some of Boston's tallest office buildings, the Hynes Convention Center, and numerous major hotels. Prior to a colossal 19th-century filling project, what is now the Back Bay was a literal bay. Today, along with neighboring Beacon Hill, it is one of Boston's two most expensive residential neighborhoods."
7475215,Back Bay,"Located in Boston’s award winning Back Bay district. Just steps from public transportation and trendy restaurants, shops, hair salons, upscale retail shopping financial and entertainment amenities Boston has to offer."
5919529,Back Bay,"Our home is located in the Bay Village neighborhood of Boston.  Never heard of it?  That's because it's Boston's best kept secret.  Only 840 housing units and 1300 residents it is located steps to the Public Gardens and sandwiched between back bay, south end and the theater district!  You won't feel like you are in the heart of Boston when you stroll through this quaint neighborhood - the streets are paved with brick and lit by street lamps.  Despite its central location, it is very quiet and pedestrian/pet-friendly.  There is very little traffic due to the neighborhood being made up entirely of one-way streets.   We absolutely love love love our neighborhood and think you will too.  (URL HIDDEN) Location:   With a walkers score of 98 (walkers paradise) and riders score of 100 (riders paradise), you will not need a car.  If you do bring or need your car there is a parking lot directly across from our home.  They charge $18-$20 per day depending on when you enter/exit.  This is a fracti"
3458030,Back Bay,
625012,Back Bay,"The neighborhood is full of great eateries, excellent architecture, small theater. Close walk to Freedom Trail"
2881388,Back Bay,"No smoking, no pets, no parties."
6323935,Back Bay,"It is an extraordinary location. You are in a beautiful and quiet victorian neighborhood, but you are also steps away from the action of the Back Bay, the restaurants of the South End, the Green line at the Prudential Center, Copley Square, Symphony Hall, the Museum of Fine Arts, Fenway Park and so many other attractions."
2374089,Back Bay,This part of Beacon Street is the Gold Coast of Boston's Back Bay. You are just around the corner from the Taj Hotel.
311240,Back Bay,
13614982,Back Bay,"Back Bay is one of the most luxurious and desirable residential areas in Boston and includes plenty to do:  - Walk down Newbury Street: which not only has incredible shopping (everything from Chanel to Forever 21), but also lots of dining options! - Enjoy the historical Copely Square and the Boston Public Library - Hop on a duck tour and enjoy seeing Boston from both land and water - Make your way toward the Boston Public Garden to enjoy the beautiful scenery and lush gardens in the middle of a bustling city"
12897110,Back Bay,It is the most sought after location in the entire city!
1731639,Back Bay,"Walk to all Boston has to offer. Shopping, restaurants, Swan Boats, Newbury St., Beacon Hill, Back Bay, Boston Center for the Arts, South End Theater District, Fenway Park, public transportation, parking"
627048,Back Bay,
197146,Back Bay,
9855805,Back Bay,"Filled with historic brownstones and tree-lined streets, Boston’s Back Bay is one of America’s most desirable neighborhoods in which to live. Take a stroll down picturesque Commonwealth Avenue or go shopping on world famous Newbury Street, called by many the Rodeo Drive of Boston. Filled with high-end international designer label shops, art galleries, restaurants, and more, Newbury Street is a great place to spot a celebrity or a local sport star while window shopping."
6214710,Back Bay,"There is plenty to explore in the neighborhood, including shopping, good restaurants and beautiful public green spaces."
705900,Back Bay,
9414403,Back Bay,
2246959,Back Bay,"This charming property is located at the crossroads of Boston’s historic Back Bay and South End neighborhoods and only  a short walk from Back Bay's fashionable shops and the South End's galleries, hip restaurants and bistros. Residents will appreciate the convenient access to great shopping, dining, and entertainment options."
7698631,Back Bay,"Charming neighborhood famous for rows of Victorian brownstone homes.  The apartment is just blocks away from shopping on Newbury Street, Boston Common, the Public Garden, Boston Public Library, The Charles River Esplanade, and Copley Square. 15 minute walk to Fenway Park, and The North End."
14217967,Back Bay,
7749568,Back Bay,"Right in the heart of Boston! Walking distance to all different kinds of bars and restaurants, the Prudential Center, Copley Mall, Fenway Park, Newbury Street, and Boston Common! Plus, easy access to public transportation that will take you anywhere in the city."
1341072,Back Bay,
1090413,Back Bay,Friendly street of upscale historic townhouses beautifully restored and maintained. Houses on the street are owner occupied and well loved.
6017574,Back Bay,
4516065,Back Bay,"This charming property is located at the crossroads of Boston’s historic Back Bay and South End neighborhoods and only  a short walk from Back Bay's fashionable shops and the South End's galleries, hip restaurants and bistros. Residents will appreciate the convenient access to great shopping, dining, and entertainment options."
1498719,Back Bay,Convenience! You can walk anywhere. Back Bay is one of the oldest neighborhoods in all of New England. Experience the history and charm of the late 1800s in the historic brownstones that line this gas lantern lit street.
7931882,Back Bay,
2723274,Back Bay,"This residence is on a quiet quintessential tree lined street in Boston's historical ""Bay Village"" neighborhood. As Boston's smallest neighborhood (only 6 square blocks!), it's sandwiched between, and has the best of, both the Back Bay and the South End (and the Theatre District and Chinatown). Newbury Street - 3 blocks away Public Gardens - 3 blocks away Boston Common - 5 blocks away Copley Square - 4 blocks away Restaurant row in the South End - 5 minute walk Back Bay Station - 3 blocks away Theatre District - 5 minute walk Chinatown - 5 minute walk Esplanade/Charles River - 10 minute walk Downtown - 10-15 minute walk Beacon Hill - 10-15 minute walk Faneuil Hall/Financial District/North End/Fort Point - 25- 30 minute walk; 10 mins by cab Seaport - 35 minute walk; 10 mins by cab"
10138904,Back Bay,
1234740,Back Bay,
8577620,Back Bay,"In the heart of Back Bay, half a block away from Newbury Street. 'Newbury Street has an eclectic mix of shops and eateries. Its renovated brownstone buildings feature stores at all retail levels, -- physically (basement, street level, and above), stylistically (shabby chic to elegant), and financially (affordable to exclusive). There are coffee shops, trendy cafes and an array of restaurants to suit many tastes.'"
11201204,Back Bay,"This studio is just a 5 minute walk to the Charles River Esplanade where you can run, bike, or simply enjoy the beauty of the river. It's also located in Boston's beautiful Back Bay, where there are tons of restaurants and shops, and has easy access to Fenway and Cambridge."
13674964,Back Bay,"Back Bay is a beautiful old neighborhood located in the heart of Boston. Large brownstones line the streets and Commonwealth Ave has a beautiful park running through it you can follow all the way up to the Boston Public Garden and Boston Common. We are walking distance to Berklee College of Music, Boston Conservatory, Boston University, Northeastern, Harvard, MIT, Emmanuel, Simmons College, Wentworth Institute of Technology, Wheelock and a short T ride to Boston College, Tufts and Emerson College. Walking distance to Mass General Hospital, Brigham & Women's and Beth Israel Deaconess medical center."
9920084,Back Bay,This apartment is located at the crossroads of Boston’s historic Back Bay and South End neighborhoods and only a short walk away are Back Bay's fashionable shops and the South End's galleries and hip restaurants.
56927,Back Bay,
10454061,Back Bay,"Located in the heart of Boston's historic Back Bay, this studio apartment is in a turn of the century brownstone building on a pretty little street between Commonwealth Avenue and Boston's elegant Newbury Street, famous for its wonderful restaurants, cafes, boutiques and art galleries.  It is also just a few blocks from beautiful Copley Square."
1964878,Back Bay,"This charming property is located at the crossroads of Boston’s historic Back Bay and South End neighborhoods and only  a short walk from Back Bay's fashionable shops and the South End's galleries, hip restaurants and bistros. Residents will appreciate the convenient access to great shopping, dining, and entertainment options."
11589644,Back Bay,"Right downstairs you’ll find Newbury Street bustling with high end boutiques and restaurants. Just a block away, take a stroll on the Commonwealth Ave Mall straight to the Public Gardens and Boston Common. Boston’s Back Bay is known for its lovely rows of Victorian houses, river-side walkways, fashionable shops and excellent restaurants. Originally a marsh on the edge of the Charles River, this area was filled in the 19th Century to become what it is today."
5454513,Back Bay,"In the heart of Boston's Downtown, Back Bay! Nearby Attractions:  •Prudential Center: 0.4 mile  •Boston Common: 0.9 mile  •Fenway Park, home of the Red Sox: 1 mile  •Faneuil Hall: 1.8 miles  •TD Garden, home of the Bruins and the Celtics: 2 miles  •The North End: 2 miles  •Christopher Columbus Waterfront Park: 2 miles"
13110631,Back Bay,(URL HIDDEN)
7264674,Back Bay,
7881551,Back Bay,You could not ask for a more beautiful garden and tree lined brick sidewalk lined street with old style gas lamps!  This neighborhood is simply picturesque! Back Bay is a gorgeous neighborhood right next to world class shopping just a minutes walk from the apartment.  The apartment is near the exclusive Algonquin Club on Commonwealth avenue and the Charles River. Nearby things to check out include the Boston Public Library (a gorgeous old building and my favorite building in the entire city) and Trinity Church and the views from the top of the Prudential Center.   There is TONS of shopping and restaurants nearby.  You are in the heart of it all!
4518756,Back Bay,- 1 block away from Loews Regency Hotel - 5 min walk to the Arlington Station - 5 min walk to Tufts Medical and Dental Center - Corner of Melrose and Arlington - Close to Theater District - Close to Quincy Market
12291029,Back Bay,"Back Bay is close to everything . Shops, restaurants, Boston Common & Public Garden. Universities are close by."
5455004,Back Bay,"In the heart of Boston's Downtown, Back Bay! Nearby Attractions:  •Prudential Center: 0.4 mile  •Boston Common: 0.9 mile  •Fenway Park, home of the Red Sox: 1 mile  •Faneuil Hall: 1.8 miles  •TD Garden, home of the Bruins and the Celtics: 2 miles  •The North End: 2 miles  •Christopher Columbus Waterfront Park: 2 miles"
4065578,Back Bay,I love the convenience! You're right in the center of it all! The prudential and the convention center is right across the street. You're only blocks away from the best shopping and restaurants in Boston on Boylston and Newbury st.
11462476,Back Bay,
1811776,Back Bay,"You will be living on one of the best blocks of the best neighborhood and the best residential street in Boston. You will be walking distance to all the best the city has to offer.  Most definitely, a major asset of this apartment is its location. It is simply the best in Boston where you truly are in the heart of the action, right next to everything at walking distance. This also translates to significant savings on transportation time and costs."
11121872,Back Bay,"Located in the heart of the historic Back Bay, steps from the Boston Public Gardens, Newbury Street, and Beacon Hill. Enjoy lovely cafés, shopping, and restaurants, all within walking distance. Other highlights include convenient access to public transportation, Hynes convention center, Harvard/MIT academic centers, Fenway Park, Marathon Finish Line, and the riverside Esplanade."
8663351,Back Bay,"The apartment is located behind the Southwest Corridor, perfect for walking throughout the city. Being one block away from the South End, you'll only be a walk or short cab ride away from some of the best restaurants the city has to offer. Just around the corner you'll find the Prudential Center, the New England Conservatory, and Newbury Street."
414419,Back Bay,"Back Bay is Boston’s premier luxury residential address/neighborhood and one of America’s most desirable neighborhoods. The neighborhood plan was designed by Arthur Gilman of Gridley James Fox Bryant inspired by Haussmann’s renovation of Paris with parallel streets and tree lined avenues (Commonwealth Mall). There are five east-west corridors: Beacon Street (closest to the Charles River), Marlborough Street, Commonwealth Avenue, Newbury Street and Boylston Street which is intersected by north-south cross streets: Arlington, Berkeley, Clarendon, Dartmouth, Exeter, Fairfield, Gloucester and Hereford, all blessed with historic brownstones originally dating from the mid-1850’s to early 1900’s. The neighborhood was originally built on filled tidal marshes in the mid-1800s and added 450 acres to the City. During this time, the new neighborhood attracted wealthy citizens of the day who commissioned leading architects to design and construct stately homes. Considered one of the best-preserved "
6554785,Beacon Hill,"As a little neighborhood with big history, Beacon Hill overlooks the nation’s first public park and the Massachusetts State House. Many of the city’s high-profile public figures call Beacon Hill home, and rubbing elbows with your congressman in the neighborhood’s boutique grocer checkout line is commonplace. Combine its stately black-shuttered brownstones and old-world cobblestone streets with its contemporary amenities and central location, and it’s easy to understand why Beacon Hill boasts such a prestigious reputation."
3351728,Beacon Hill,"Beacon Hill is the most elegant and historic neighborhood in Boston and is known as one of the finest urban neighborhoods in the United States of America.  It is at the center of Boston, walking distance from every principal attraction.  Next to the gorgeous city parks -- the Public Garden with its Swan Boats and famous Ducklings, the Boston Common, the Esplanade and the Charles River as well as the Hatch Shell, it is also home to Charles Street, one of the most photographed commercial streets in America.  With great restaurants and bars, high-end stores, boutiques, galleries and antique shops, along with fine food and wine shops, Charles Street has it all.  An evening walk through the gaslit streets of Beacon Hill is often considered a highlight of any trip to Boston.  It is all at your door. All that listed above is within a two to three minute walk from our front door. Within a five minute walk is the world class destination shopping and restaurants of Newbury and Boylston Streets, "
3520353,Beacon Hill,"Beacon Hill is a historic neighborhood of Boston, Massachusetts and is known for its narrow, gas-lit streets, brick sidewalks, and narrow cobblestoned streets. Beacon Hill is located directly behind the gold domed State House adjacent to the downtown section. Today, Beacon Hill is regarded as one of the most desirable neighborhoods in Boston offering character and charm seldom matched elsewhere in the city. Charles Street is the neighborhood's main street and is filled with antique shops, enticing cafes, restaurants, delectable food shops, and boutiques. Cambridge Street offers restaurants, a Whole Foods supermarket and is also the home of the venerable Massachusetts General Hospital. Both streets offer many unique neighborhood shops."
7728499,Beacon Hill,"Beacon Hill is one of Boston’s most historic neighborhoods. Close to public transportation, the neighborhood offers antique shops, boutiques and restaurants. Beacon Hill is regarded as the most desirable and expensive neighborhood in Boston."
7635616,Beacon Hill,"Beacon Hill is one of Boston’s most historic neighborhoods. Close to public transportation, the neighborhood offers antique shops, boutiques and restaurants. Beacon Hill is regarded as the most desirable and expensive neighborhood in Boston."
1745339,Beacon Hill,"Beacon Hill is mainly known for its history but it is incredibly pleasant, charming, and safe (there is a 24-hour security watch at the State House 1 block away). Bordered by the Boston Common to the south and numerous local restaurants, vintage stores, and all kinds of local retail shops to the west, the place is ideally situated and is a wonderful place to return after a long day of exploring the nearby attractions. Beacon Hill is one of those neighborhoods that most people only read about - historical, charming, peaceful, but with plenty to do. The architecture of the buildings and the neighborhood's atmosphere often make me feel like I've traveled back in time to the colonial days, and I can picture American revolutionaries walking about the serene streets of Beacon Hill. The shops and taverns are quaint and offer a great shopping/dining/drinking experience. The Boston Common nearby is a great place to learn about American History but also to just rest during the day. Basically I l"
13658522,Beacon Hill,
4644455,Beacon Hill,
2216767,Beacon Hill,"Beacon Hill is one of the oldest and most historic neighborhoods in Boston.  My home is in the heart of Beacon Hill and is easy walking distance to cafes, shops, restaurants, the Public Gardens and Common as well as many other great Boston sights including the State House, the Museum of Science, Newbury street, movie theaters, and the Charles River.  Beacon Hill is a very safe neighborhood and is home to young professionals, families, and some students. "
8309711,Beacon Hill,
4900659,Beacon Hill,
3050565,Beacon Hill,
13376457,Beacon Hill,"Beacon Hill is my favorite neighborhood in Boston, home to individuals such as John Kerry, you never know who you will run into. Extremely safe and Charles St has many great restaurants, bars, and shops in the heart of Beacon Hill."
7614517,Beacon Hill,"The apartment is located in the Beacon Hill section of Boston.  It is an historical area, centrally located."
7514336,Beacon Hill,"Beacon Hill is one of Boston’s most historic neighborhoods. Close to public transportation, the neighborhood offers antique shops, boutiques and restaurants. Beacon Hill is regarded as the most desirable and expensive neighborhood in Boston."
13306811,Beacon Hill,
70481,Beacon Hill,"Beacon Hill is centrally located, convenient to everything and packed to the brim with history. The State House and the Boston Common are across the street. Shopping, banking, restaurants are all very close. Charles Street is a charming street about a 15 minute walk. It has many shops, cafes and grocery/wine stores."
8090623,Beacon Hill,"Beacon Hill, as a neighborhood, is as old as Boston itself. The ""flat of the Hill"" is reclaimed land; Charles St. was laid out in 1805, and the City gradually filled in what became Otis Place, Beaver Place, Byron, River, Lime and Brimmer streets. This was originally part of the Back Bay. Mews (carriage houses & stables) to some extent, although the first block of Brimmer were all grand townhouses; some still are."
4718577,Beacon Hill,"Beacon Hill is in the heart of Boston, very historic, and one of the most charming neighborhoods in the whole country."
12143408,Beacon Hill,"My apartment is in a prime location - one block from the famous Boston Common and Boston Public Garden, a 5-10 minute walk to Newbury Street shopping, and a 10-minute walk to the Boston Harbor waterfront or across the Charles River to Cambridge.    A great pedestrian/cycling/running path along the Charles is 3 minutes away!"
5959251,Beacon Hill,Beacon Hill is a wonderful neighborhood and a perfect proximity to everything in Boston! You will feel safe and right at home and feel like a true Bostonian living in the heart of the city!
8792,Beacon Hill,
1886037,Beacon Hill,
12648403,Beacon Hill,"Charles St, in Beacon Hill is one of - if not THE - most desirable locations in all of Boston.  Charming brick streets, gas lamps, 17th and 18th century New England architecture, cafes, boutique shops and restaurants galore are literally right outside your front door.  Just minutes walk to the Beautiful Boston Commons, the Charles River, the famed Newbury St., and more make this little place a top choice for your visit.  Jump on the  ""T"" just down the street, and arrive within minutes to Harvard Square, Porter Square, Central Square, Kendall Square, and more.  Whole foods is a 7 minute walk.  Nearly ""perfect"" in every way, once you get a taste of this amazing spot, you will not want to leave."
7832890,Beacon Hill,"Beacon Hill is one of Boston’s most historic neighborhoods.  Close to public transportation, the neighborhood offers antique shops, boutiques and restaurants. Beacon Hill is regarded as the most desirable and expensive neighborhood in Boston."
